day,idx,date,count,tavg,prcp,snow,wspd,holiday,std dev
5,630,12/11/2025,100,25.30,0.00,0.00,6.40,,
6,631,12/12/2025,176,25.70,0.00,0.00,7.30,,
7,632,12/13/2025,152,10.40,0.00,0.00,12.10,,
1,633,12/14/2025,42,3.40,0.00,0.00,10.60,,
2,634,12/15/2025,26,14.20,0.00,0.00,10.30,,
3,635,12/16/2025,58,29.10,0.00,0.00,10.70,,
4,636,12/17/2025,67,37.40,0.00,0.00,7.50,,
5,637,12/18/2025,81,40.10,0.45,0.00,17.10,,
6,638,12/19/2025,176,16.30,0.00,0.00,12.80,,
7,639,12/20/2025,152,32.70,0.00,0.00,14.30,,
1,640,12/21/2025,69,23.20,0.00,0.00,8.10,,
2,641,12/22/2025,94,38.30,0.01,0.00,8.40,,
3,642,12/23/2025,76,42.80,0.00,1.10,7.10,,
4,643,12/24/2025,137,39.90,0.01,0.00,6.60,christmas eve,
5,644,12/25/2025,0,39.90,0.00,0.00,10.80,christmas day,
6,645,12/26/2025,138,42.30,0.23,0.00,8.80,hanukkah,
7,646,12/27/2025,152,41.40,0.00,0.00,7.50,,
1,647,12/28/2025,78,43.20,1.52,0.00,11.10,,
2,648,12/29/2025,49,23.40,0.08,1.80,15.80,,
3,649,12/30/2025,70,23.50,0.05,0.20,11.40,,
4,650,12/31/2025,199,29.50,0.02,0.30,11.40,new years eve,
5,651,1/1/2026,0,28.90,0.00,0.00,10.80,new years day,
6,652,1/2/2026,113,30.40,0.00,0.00,9.60,,
7,653,1/3/2026,110,30.70,0.00,0.00,11.40,,
1,654,1/4/2026,41,29.20,0.00,0.00,14.00,,
2,655,1/5/2026,13,37.10,0.00,0.00,15.00,,
3,656,1/6/2026,18,39.70,0.00,0.00,14.00,,
4,657,1/7/2026,43,35.60,0.00,0.00,8.00,,5.23
5,658,1/8/2026,50,50.00,0.49,0.00,13.00,,12.96
6,659,1/9/2026,80,40.50,0.01,0.00,10.00,,21.13
7,660,1/10/2026,133,30.50,0.13,0.50,12.00,,36.91
1,661,1/11/2026,152,25.00,0.00,0.00,15.00,,22.42
2,662,1/12/2026,53,33.50,0.00,0.00,13.00,,10.68
3,663,1/13/2026,28,35.00,0.10,0.00,10.00,,16.21
4,664,1/14/2026,55,28.50,0.05,0.70,9.00,,12.07
5,665,1/15/2026,44,28.50,0.08,1.20,6.00,,4.98
6,666,1/16/2026,61,21.50,0.26,3.90,8.00,,14.82
7,667,1/17/2026,119,23.00,0.05,0.90,10.00,,23.60
1,668,1/18/2026,145,19.50,0.00,0.00,13.00,,23.69
2,669,1/19/2026,49,19.50,0.00,0.00,9.00,mlk day,26.77
3,670,1/20/2026,59,21.50,0.00,0.00,8.00,,27.07
4,671,1/21/2026,62,30.50,0.00,0.00,12.00,,21.65
5,672,1/22/2026,45,26.50,0.00,0.00,9.00,,5.47
6,673,1/23/2026,64,24.00,0.00,0.00,13.00,,10.54
7,674,1/24/2026,129,22.00,0.00,0.00,12.00,,44.05
1,675,1/25/2026,157,15.00,0.02,0.20,4.00,,27.13
2,676,1/26/2026,52,15.00,0.06,1.20,5.00,,11.20
3,677,1/27/2026,44,15.00,0.00,0.00,6.00,,6.81
4,678,1/28/2026,63,25.00,0.00,0.00,13.00,,21.18
5,679,1/29/2026,47,31.00,0.29,0.08,9.00,,5.23
6,680,1/30/2026,76,24.00,0.00,0.00,17.00,,23.38
7,681,1/31/2026,156,14.50,0.00,0.00,9.00,,29.19
1,682,2/1/2026,178,22.50,0.00,0.00,13.00,,32.16
2,683,2/2/2026,25,23.00,0.00,0.00,15.00,,11.70
3,684,2/3/2026,39,17.00,0.00,0.00,5.00,,7.54
4,685,2/4/2026,44,18.00,0.00,0.00,14.00,,4.20
5,686,2/5/2026,65,16.00,0.00,0.00,8.00,,24.19
6,687,2/6/2026,90,18.50,0.12,2.40,6.00,,26.01
7,688,2/7/2026,136,17.00,0.11,2.40,10.00,,22.60
1,689,2/8/2026,203,15.50,0.00,0.00,14.00,super bowl,42.29
2,690,2/9/2026,54,14.50,0.06,1.50,16.00,,8.51
3,691,2/10/2026,49,16.50,0.00,0.00,13.00,,10.01
4,692,2/11/2026,65,16.50,0.00,0.00,6.00,,20.98
5,693,2/12/2026,84,17.00,0.00,0.00,5.00,,28.41
6,694,2/13/2026,67,17.00,0.00,0.00,6.00,,21.88
7,695,2/14/2026,80,17.00,0.00,0.00,8.00,valentines day,16.97
1,696,2/15/2026,144,19.50,0.00,0.00,12.00,,25.50
2,697,2/16/2026,52,23.50,0.00,0.00,9.00,presidents day,13.54
3,698,2/17/2026,51,18.50,0.00,0.00,4.00,,7.64
4,699,2/18/2026,66,20.00,0.06,1.20,4.00,ash wednesday,19.35
5,700,2/19/2026,39,27.50,0.00,0.00,6.00,,5.82
6,701,2/20/2026,68,21.50,0.08,1.40,15.00,lent friday,20.25
7,702,2/21/2026,77,18.50,0.00,0.00,13.00,,12.74
1,703,2/22/2026,155,20.00,0.09,1.50,8.00,,18.98
2,704,2/23/2026,43,22.50,0.00,0.00,12.00,,7.91
3,705,2/24/2026,52,22.50,0.05,0.80,5.00,,4.87
4,706,2/25/2026,58,26.50,0.10,0.56,13.00,,6.73
5,707,2/26/2026,45,20.00,0.00,0.00,9.00,,10.41
6,708,2/27/2026,54,20.50,0.00,0.00,15.00,lent friday,13.54
7,709,2/28/2026,70,25.00,0.00,0.00,7.00,,13.68
1,710,3/1/2026,140,34.00,0.26,0.10,14.00,,29.02
2,711,3/2/2026,,30.00,0.03,0.12,9.00,,
3,712,3/3/2026,,31.00,0.08,0.11,8.00,,
4,713,3/4/2026,,31.00,0.00,0.00,22.00,,
5,714,3/5/2026,,32.00,0.00,0.00,8.00,,
6,715,3/6/2026,,37.50,0.30,0.00,10.00,lent friday,
7,716,3/7/2026,,39.00,0.28,0.04,16.00,,
